EmpID,EmpName,EngDt,TermDt,DepID,GenderID,RaceID,MgrID,DOB,PayRate,Level
669,"Roberts, Steven S",2015-01-01,,5,0,4,594,1970-10-25,,12
670,"Leyland, Simon W",2016-07-19,,1,0,3,622,1975-11-16,,15
671,"Rutherford, Christopher S",2015-09-18,2016-06-23,4,0,3,626,1978-05-07,,12
672,"Murray, Sandra N",2015-08-18,2023-03-21,10,1,4,607,1990-01-14,,13
673,"Lewis, Syed G",2015-01-01,2021-07-21,8,0,2,627,1961-06-15,,13
674,"Colley, Adele D",2015-01-01,2015-03-19,5,1,2,669,1980-01-12,,13
675,"Scholes, Joseph F",2016-11-06,,4,0,2,671,1985-01-21,,13
676,"Brant, Arthur T",2015-01-01,2018-11-26,6,0,4,623,1972-07-10,,14
677,"Polizzi, Jean U",2015-12-05,,6,1,1,623,1995-08-29,,14
678,"Standen, Ann Q",2015-07-10,2022-08-11,7,1,5,650,1990-06-12,,12
679,"Morris, Jill I",2015-02-05,,7,1,3,650,1964-03-22,,12
680,"Devlin, Amanda H",2015-01-01,,2,1,2,625,1972-11-04,,11
681,"Gorton, Elisabeth N",2015-01-01,,3,1,4,649,1956-09-14,,13
682,"Robinson, Bruno L",2016-01-13,,10,0,4,672,1968-06-27,,14
683,"Colley, Nuala F",2015-01-01,,5,1,4,669,1979-05-01,,13
684,"Shearer, Simone F",2017-12-07,,1,1,5,670,1997-12-12,,16
685,"Gadd, John P",2016-06-01,,4,0,3,671,1970-12-15,,13
686,"Parrett, Kevin U",2015-01-01,2022-07-14,8,0,2,627,1977-07-23,,13
687,"Dingley, Joanna A",2015-01-01,2018-07-21,3,1,3,649,1972-10-18,,13
688,"Walmsley, Steven S",2017-01-08,,7,0,1,650,1967-08-11,,12
689,"Pryde, Laura D",2015-05-24,,1,1,5,670,1983-03-06,,16
690,"Lewis, Clare U",2016-12-08,,6,1,1,677,1963-07-27,,15
691,"Rutherford, Francis X",2015-01-01,,6,0,1,677,1972-08-07,,15
692,"John, Robert Z",2015-12-17,2020-03-31,5,0,2,669,1995-12-22,,13
693,"Parkes, Philip J",2015-01-01,,10,0,4,672,1975-11-18,,14
694,"Channing, Ripduman P",2015-01-01,,7,1,4,688,1981-01-10,,13
695,"Scholes, Irene Z",2015-04-05,,7,1,3,688,1979-10-26,,13
696,"Coppin, George D",2015-01-01,,8,0,5,686,1973-10-27,,14
697,"Woodbridge, Gary K",2015-09-12,2017-12-18,4,0,3,671,1977-10-06,,13
698,"Johnson, Paul J",2016-04-20,,6,0,4,677,1977-04-20,,15
699,"Crompton, Colin M",2016-01-04,,1,0,5,670,1969-06-22,,16
700,"Barrett, Ann I",2015-10-14,,2,1,4,625,1978-09-25,,11
701,"Mills, Hannah J",2015-01-01,2018-06-17,8,1,3,686,1991-10-16,,14
702,"Hyslop, Kay H",2015-02-26,,7,1,3,688,1976-09-07,,13
703,"Pryde, Martin M",2015-01-01,,1,0,5,670,1965-10-14,,16
704,"Polizzi, Diana S",2015-01-01,,8,1,1,686,1975-01-29,,14
705,"Hardy, Colette M",2015-09-17,2021-08-13,5,1,2,669,1980-06-22,,13
706,"Shelley, Gillian M",2016-03-21,2019-07-09,4,1,4,671,1985-05-30,,13
707,"Johnson, Linda F",2016-03-29,2019-07-17,1,1,1,670,1975-07-23,,16
708,"Woolley, Russell M",2015-01-01,2020-06-10,3,0,4,649,1964-05-31,,13
709,"Devlin, Adam W",2015-01-01,,10,0,4,672,1983-05-31,,14
710,"Roberts, Adele C",2015-02-09,2020-04-15,10,1,4,672,1971-05-02,,14
711,"Crompton, Sonia U",2015-01-01,,6,1,5,677,1965-06-19,,15
712,"Sheldrick, Lisa U",2015-01-01,2021-04-14,10,1,1,672,1976-11-08,,14
713,"Barrett, Bhavna R",2016-05-14,,6,1,5,677,1972-02-24,,15
714,"Bennett, Douglas I",2015-01-01,,10,0,2,672,1966-01-28,,14
715,"Shearer, Russell J",2015-01-01,2022-04-20,10,0,1,714,1969-11-02,,15
716,"Lloyd, Joanna S",2015-01-01,,2,1,4,700,1984-02-15,,12
717,"Roberts, Nuala B",2015-01-01,2021-07-03,8,1,4,686,1970-05-31,,14
718,"Mead, Frances H",2015-01-01,,8,1,5,686,1971-03-24,,14
719,"Hulme, Amanda D",2015-08-05,,6,1,5,677,1988-06-12,,15
720,"Shelley, Joanna N",2015-01-01,2023-06-07,4,1,5,671,1988-08-25,,13
721,"Hardy, George F",2015-01-01,2020-09-05,10,0,3,714,1983-02-06,,15
722,"Gadd, Michael E",2015-01-01,2019-05-02,8,0,1,686,1986-12-01,,14
723,"Parkes, Jane F",2015-04-29,,9,1,5,668,1995-05-04,,10
724,"Seabrook, Simone H",2016-01-09,,1,1,3,670,1988-03-27,,16
725,"Mongan, Samantha G",2015-10-14,,5,1,5,669,1983-04-01,,13
726,"Woodbridge, Nazma D",2015-02-15,2023-05-28,4,1,2,671,1983-12-01,,13
727,"Murray, Antony T",2015-09-28,2023-08-21,3,0,5,708,1978-11-02,,14
728,"Green, Alison F",2015-01-01,2022-07-20,5,1,5,669,1982-07-31,,13
729,"Lamb, Christopher I",2015-06-10,,9,0,2,668,1970-02-21,,10
730,"Pooley, Harry H",2015-06-20,,1,0,1,724,1965-09-14,,17
731,"Cousins, Elisabeth Y",2015-11-19,,2,1,1,700,1984-06-30,,12
732,"Field, Colin K",2015-09-29,,2,0,4,700,1978-05-30,,12
733,"Simpson, Paulin R",2015-10-09,2019-03-15,4,0,2,726,1973-03-19,,14
734,"Gibbs, Joanne V",2015-01-01,2019-07-18,1,1,5,724,1994-09-30,,17
735,"Cousins, Gary X",2015-01-01,2022-06-15,9,0,2,668,1977-01-19,,10
736,"King, Paul C",2015-02-09,,4,0,2,726,1972-10-15,,14
737,"Primrose, Carol I",2015-09-28,,5,1,3,728,1963-04-09,,14
738,"Nash, Roger X",2015-01-01,,10,0,3,714,1969-02-15,,15
739,"Massie, John V",2015-01-01,,10,0,5,714,1995-01-06,,15
740,"Swart, Liam J",2015-01-01,,7,0,2,688,1967-02-24,,13
741,"Simpson, Alan O",2015-01-01,,6,0,2,719,1973-10-19,,16
742,"Parrett, Dimitrios S",2015-01-01,,1,0,1,724,1962-03-17,,17
743,"Field, Rosalie W",2016-02-28,2021-05-28,8,1,2,722,1957-04-01,,15
744,"MacMillan, David K",2017-04-11,,5,0,2,728,1961-09-29,,14
745,"Gore, Jayne L",2015-01-01,,2,1,2,700,1974-03-03,,12
746,"Haigh, Steven I",2015-01-01,,8,0,3,722,1974-05-19,,15
747,"Channing, Tracey E",2015-01-01,,7,1,2,688,1982-04-01,,13
748,"Deering, Adrian K",2016-12-12,2020-02-27,1,0,5,724,1996-01-18,,17
749,"Sheldrick, Lynnette E",2015-03-29,2023-08-15,5,1,1,728,1966-02-25,,14
750,"Lamb, Clare Y",2015-01-01,,6,1,2,719,1973-04-23,,16
751,"Bland, Alan W",2015-01-01,2023-03-30,1,0,2,724,1967-03-20,,17
752,"Robinson, Emma L",2015-06-17,,9,1,2,668,1995-06-22,,10
753,"Kralj, Sylvia X",2015-06-13,2022-08-11,1,1,1,724,1978-09-24,,17
754,"Polizzi, Nicola S",2016-11-23,,8,1,4,722,1950-05-02,,15
755,"Barrett, Joseph D",2015-05-09,,5,0,5,728,1973-04-09,,14
756,"Gibbs, Dimitrios T",2015-09-07,2015-09-15,4,0,2,726,1964-02-28,,14
757,"Barrett, Robert T",2016-05-11,,3,0,5,708,1986-03-22,,14
758,"Smith, Kathryn U",2015-08-12,2022-06-11,9,1,3,668,1967-12-25,,10
759,"Walmsley, Dimitrios D",2015-01-01,,1,0,2,753,1972-05-09,,18
760,"Lloyd, Andree K",2016-01-28,,9,1,3,668,1974-03-31,,10
761,"Lewis, Sharmin Y",2016-11-30,,6,1,1,719,1986-12-09,,16
762,"Wilson, Adrian J",2015-01-01,2023-06-19,2,0,1,700,1963-02-12,,12
763,"Parke, Rebecca B",2015-01-01,2021-07-12,5,1,3,728,1965-12-19,,14
764,"John, Daniel Q",2015-05-21,,9,0,1,760,1989-07-21,,11
765,"Powell, Colin P",2015-01-06,,2,0,1,700,1979-06-18,,12
766,"Deering, Grace O",2015-01-01,2017-11-17,3,1,1,708,1980-11-05,,14
767,"Choi, Jeanne Z",2015-11-21,,1,1,5,753,1984-09-22,,18
768,"Smith, Patricia P",2015-10-13,,8,1,1,722,1979-05-28,,15
769,"Mongan, Katie W",2015-01-01,2016-08-13,8,1,3,722,1971-05-13,,15
770,"Johnson, Chi N",2015-10-06,2020-09-03,3,0,5,708,1960-06-14,,14
771,"Deering, Olu C",2016-05-15,2020-11-20,2,0,4,765,1971-07-04,,13
772,"Shelley, Dimitrios J",2016-05-15,2022-06-29,9,0,3,760,1979-04-23,,11
773,"Brant, Paul X",2015-04-26,,6,0,5,719,1990-02-28,,16
774,"Mongan, Nishma L",2016-04-21,,9,1,1,760,1967-01-09,,11
775,"Robinson, Darren P",2015-01-01,2020-08-07,3,0,5,708,1980-10-05,,14
776,"Field, Margaret F",2015-07-12,2021-06-09,8,1,2,722,1987-01-20,,15
777,"Bennett, Frank W",2015-01-19,,10,0,4,714,1973-03-01,,15
778,"Murray, Hannah L",2015-01-13,,4,1,2,726,1961-09-26,,14
779,"Shelley, Nishma P",2015-01-01,2015-05-18,7,1,4,688,1959-03-10,,13
780,"Simpson, Josie E",2015-11-01,2019-07-27,7,1,4,779,1974-09-07,,14
781,"Jones, Gordon X",2015-01-15,2017-06-10,5,0,3,728,1986-03-21,,14
782,"Jackson, Giulio S",2015-01-01,2019-11-13,1,0,1,753,1984-12-16,,18
783,"Gilroy, Josie G",2015-02-04,2020-06-09,9,1,5,760,1971-08-05,,11
784,"Rasul, Giulio N",2016-02-03,,1,0,2,753,1973-01-25,,18
785,"Colley, Bevis F",2015-01-01,,5,0,5,781,1969-08-03,,15
786,"Scholes, Sonia J",2015-11-11,2019-07-07,6,1,5,719,1974-09-16,,16
787,"Walmsley, Nuala T",2015-01-01,2020-03-02,3,1,4,708,1979-04-15,,14
788,"Primrose, Leslie I",2015-02-15,,5,0,5,781,1980-01-11,,15
789,"Wright, Rebecca Y",2015-01-01,,4,1,1,726,1981-03-12,,14
790,"Rutherford, Leigh P",2015-11-05,2020-11-09,1,0,2,753,1993-08-04,,18
791,"Richardson, Nuala F",2015-01-01,,2,1,5,765,1995-01-06,,13
792,"Powell, Adele T",2015-01-16,,1,1,4,753,1972-09-07,,18
793,"Wright, Iris E",2015-06-06,,5,1,1,781,1967-07-13,,15
794,"Gibbs, Nazma O",2016-04-20,2017-09-03,2,1,4,765,1973-09-27,,13
795,"Parrett, Rebecca U",2016-05-26,,2,1,5,765,1973-07-29,,13
796,"Morris, Chi A",2015-01-01,,4,0,2,726,1976-09-16,,14
797,"Andrews, Diana E",2015-04-26,,4,1,1,796,1982-10-14,,15
798,"Choi, Daniel K",2015-09-28,,2,0,4,765,1983-11-23,,13
799,"Mead, Darren R",2015-04-13,2015-04-27,5,0,3,781,1986-07-26,,15
800,"Henry, Gordon F",2016-05-13,,9,0,2,760,1968-01-18,,11
801,"Wright, Jean A",2016-10-13,,3,1,5,787,1975-03-18,,15
802,"Ewart, Giulio G",2015-01-01,2019-07-04,5,0,5,781,1965-09-17,,15
803,"Hardy, Brenda A",2015-01-01,,7,1,4,779,1974-05-24,,14
804,"Scholes, Selina O",2015-05-28,2015-07-27,9,1,2,760,1971-05-13,,11
805,"Robinson, Jayne W",2015-01-01,2020-07-26,7,1,4,779,1967-12-08,,14
806,"MacMillan, Peter I",2015-01-01,2021-06-19,5,0,4,781,1977-01-17,,15
807,"Smith, Tracey Y",2015-10-07,,10,1,3,714,1968-07-03,,15
808,"Turner, Chi D",2015-01-01,,8,0,4,776,1954-03-10,,16
809,"Hardy, Jeanne X",2015-01-01,,1,1,2,792,1966-12-28,,19
810,"Swart, Alan S",2015-01-15,,7,0,4,779,1957-02-20,,14
811,"Coppin, Venetia R",2015-03-02,2018-12-15,10,1,2,807,1965-11-21,,16
812,"Mongan, Tracey D",2015-01-12,2022-07-23,1,1,1,792,1968-09-16,,19
813,"MacMillan, Antony I",2015-12-13,,8,0,1,776,1972-12-30,,16
814,"Green, Phyllis Q",2015-01-01,2018-04-17,4,1,3,796,1976-12-11,,15
815,"Woolley, Leslie H",2015-01-01,,9,0,3,804,1970-10-09,,12
816,"Primrose, Syed S",2016-07-15,,1,0,5,792,1964-01-27,,19
817,"Gilroy, Syed F",2015-01-01,,2,0,4,765,1982-12-21,,13
818,"Murray, Angela E",2015-01-29,,1,1,4,792,1967-09-24,,19
819,"Henry, Robert Z",2015-12-17,,4,0,4,796,1982-06-18,,15
820,"Deering, Robert B",2015-01-01,2023-07-11,3,0,5,787,1977-01-05,,15
821,"Lamb, Jean S",2015-01-01,,7,1,3,779,1973-11-10,,14
822,"Rasul, Carol O",2015-09-18,2019-03-09,1,1,3,792,1956-12-19,,19
823,"Coombs, Phyllis W",2015-04-24,2020-02-25,6,1,3,719,1973-06-26,,16
824,"Swart, Frank G",2015-01-01,2023-08-25,10,0,2,807,1980-08-27,,16
825,"Barrett, Hannah B",2015-09-04,,7,1,1,779,1973-07-17,,14
826,"Mills, Grace X",2015-01-01,,9,1,4,804,1950-07-06,,12
827,"Field, Elizabeth E",2015-01-01,,1,1,3,792,1973-01-16,,19
828,"Seabrook, Amanda N",2015-01-01,,7,1,5,825,1976-01-16,,15
829,"Smith, William J",2015-01-01,,7,0,2,825,1980-04-17,,15
830,"Andrews, Simone K",2016-09-09,2020-07-22,9,1,5,804,1968-01-10,,12
831,"Massie, Herbert A",2015-11-03,,2,0,1,817,1982-10-31,,14
832,"Scholes, Colin A",2016-07-06,,8,0,1,776,1963-03-25,,16
833,"Swart, Antony U",2015-01-01,,1,0,1,827,1971-01-06,,20
834,"Andrews, Brenda D",2015-01-01,2017-09-26,4,1,2,796,1977-12-31,,15
835,"Wright, Douglas O",2015-01-01,2017-08-06,4,0,4,796,1974-02-27,,15
836,"Robinson, Julie V",2015-01-01,,6,1,3,823,1972-06-07,,17
837,"Andrews, Chi M",2015-01-01,2017-05-29,2,0,3,817,1971-11-05,,14
838,"Kralj, Emma I",2015-12-11,,9,1,5,804,1971-01-30,,12
839,"Leyland, Diane Z",2015-11-22,2017-09-16,10,1,2,807,1977-11-10,,16
840,"Parke, Josie E",2015-11-02,2023-09-08,7,1,4,825,1975-08-13,,15
841,"Coppin, Carmel Q",2015-06-29,,5,1,5,806,1984-11-13,,16
842,"Gadd, Simon D",2015-01-01,,8,0,4,776,1970-01-24,,16
843,"Turner, Lynnette J",2015-01-01,,5,1,5,806,1963-06-19,,16
844,"Haigh, Grace F",2015-01-01,,3,1,5,787,1972-07-02,,15
845,"Coppin, Adele I",2015-01-30,2019-09-08,3,1,4,787,1981-02-09,,15
846,"Gibbs, Judy R",2015-05-02,2022-08-03,5,1,4,806,1978-12-14,,16
847,"Fleet, Antony Y",2016-05-16,2021-08-06,3,0,1,787,1965-06-07,,15
848,"Pooley, James B",2016-04-22,,9,0,1,804,1966-05-14,,12
849,"Walmsley, Adam U",2015-05-04,,1,0,3,827,1963-01-08,,20
850,"King, David D",2015-01-01,2021-02-13,4,0,1,796,1970-10-14,,15
851,"Gilroy, Sharmin V",2015-01-01,,7,1,5,825,1978-10-10,,15
852,"Parke, William X",2015-11-23,2022-08-25,9,0,3,804,1984-04-10,,12
853,"Kralj, Kathleen E",2015-05-15,,3,1,5,787,1948-08-07,,15
854,"Pooley, Selina R",2015-04-17,2020-08-20,9,1,3,852,1973-06-20,,13
855,"Woolley, Elsie F",2015-01-01,2020-01-07,2,1,2,817,1979-11-01,,14
856,"Cousins, Chi X",2015-01-04,2022-09-12,8,0,4,776,1971-02-26,,16
857,"Mongan, Antony P",2015-01-01,,2,0,2,817,1973-08-07,,14
858,"Stevenson, Tirzah K",2015-07-01,2019-01-19,4,1,3,850,1991-06-13,,16
859,"Gilroy, Catherine F",2015-03-24,,2,1,1,817,1969-07-08,,14
860,"Bland, Simone E",2015-05-01,,8,1,1,776,1985-05-19,,16
861,"Gibbs, Syed F",2015-01-01,,4,0,2,850,1973-12-23,,16
862,"Woolley, Lisa N",2015-01-01,2019-08-20,3,1,4,853,1989-02-10,,16
863,"Andrews, Selina A",2015-01-01,2020-11-17,1,1,5,827,1974-05-03,,20
864,"Gorton, Elizabeth X",2016-01-09,,5,1,3,806,1971-01-25,,16
865,"Henry, Kathleen F",2015-07-29,,2,1,3,817,1961-07-17,,14
866,"Shute, Edward E",2015-01-01,,1,0,3,827,1972-02-21,,20
867,"Deering, Timothy T",2015-01-01,2022-08-12,4,0,5,850,1969-04-28,,16
868,"Roberts, Daniel H",2015-11-20,,1,0,3,827,1983-09-03,,20
869,"Richardson, Margaret T",2016-07-25,2024-01-01,9,1,3,852,1972-06-13,,13
870,"Johnson, Gordon N",2015-01-01,,10,0,3,807,1971-10-14,,16
871,"Murray, Sonia P",2015-01-01,,3,1,5,853,1981-09-30,,16
872,"Jarvis, Daniel K",2015-01-01,2018-03-26,3,0,2,853,1969-06-28,,16
873,"King, Eunice Z",2015-01-01,,1,1,3,827,1968-11-04,,20
874,"Mills, Diane S",2015-01-01,,7,1,2,825,1988-07-02,,15
875,"Geraghty, Arthur S",2015-04-28,,3,0,3,853,1988-02-14,,16
876,"Bland, Thomas L",2015-04-16,,2,0,3,865,1986-05-20,,15
877,"Gibbs, William A",2015-04-28,,1,0,2,873,1988-01-01,,21
878,"Fleet, Diane X",2015-01-01,2021-08-07,3,1,2,853,1956-08-23,,16
879,"Woodbridge, Roger G",2015-01-01,,8,0,5,860,1982-04-07,,17
880,"Parrett, Edward O",2015-09-17,,4,0,4,850,1976-10-06,,16
881,"Coppin, Gary B",2015-01-01,,3,0,3,853,1968-07-16,,16
882,"Goddard, Frank G",2015-05-25,2016-10-17,4,0,5,850,1982-10-10,,16
883,"Pryde, Lynnette I",2015-03-22,,3,1,1,881,1972-03-02,,17
884,"Crompton, Ripduman X",2015-01-01,,3,1,4,881,1971-01-27,,17
885,"Wilson, Christopher G",2015-01-01,,1,0,2,873,1972-01-10,,21
886,"Parke, Kathleen X",2015-01-01,,4,1,5,850,1964-09-18,,16
887,"Hyslop, Colette E",2015-01-01,,1,1,1,873,1982-06-11,,21
888,"Jarvis, Simon R",2015-12-21,2023-03-15,2,0,3,865,1971-02-12,,15
889,"Parkes, Lynnette T",2015-01-01,2021-06-06,10,1,3,807,1969-10-14,,16
890,"Geraghty, Nicholas A",2016-05-26,,6,0,5,823,1968-05-14,,17
891,"Sheldrick, Julie X",2015-01-11,,7,1,5,825,1994-04-14,,15
892,"Green, Nishma Z",2015-01-01,,6,1,5,823,1974-04-28,,17
893,"Cousins, Chi S",2015-01-01,,3,0,3,881,1957-12-02,,17
894,"Webb, Harry U",2017-07-29,,5,0,1,806,1997-07-29,,16
895,"Bennett, Francis Q",2015-01-01,,4,0,4,886,1953-07-13,,17
896,"Rutherford, Gill Z",2015-05-21,,9,1,4,852,1985-12-24,,13
897,"Gorton, Phyllis H",2015-06-20,,5,1,1,806,1979-03-04,,16
898,"Primrose, Gary I",2015-01-01,,5,0,2,897,1974-08-16,,17
899,"Smith, Syed P",2015-05-17,,6,0,1,823,1990-03-21,,17
900,"Roberts, Timothy W",2015-01-01,,4,0,5,886,1974-11-08,,17
901,"Barrett, Tirzah R",2015-12-12,2022-12-21,9,1,3,852,1964-10-17,,13
902,"Jarvis, Russell V",2015-01-01,,9,0,5,852,1982-02-16,,13
903,"Geraghty, Arthur X",2015-01-01,,8,0,5,860,1981-10-04,,17
904,"Crompton, Catherine T",2015-01-01,,6,1,3,823,1972-12-12,,17
905,"Gilroy, Selina Y",2015-01-01,,10,1,2,807,1976-01-02,,16
906,"Turner, Adrian K",2016-02-12,,3,0,2,881,1986-02-10,,17
907,"Brant, Helen S",2015-01-01,,4,1,2,886,1975-02-10,,17
908,"Seabrook, Giulio U",2015-01-01,,9,0,4,852,1979-02-22,,13
909,"Stevenson, Sarah I",2015-01-01,2015-04-14,1,1,1,873,1987-08-25,,21
910,"Ewart, Colin F",2015-02-26,2020-02-04,9,0,2,908,1982-01-12,,14
911,"Geraghty, Sarah E",2016-01-22,,7,1,5,891,1968-06-19,,16
912,"Pooley, Jeanne E",2015-01-09,,7,1,1,891,1968-05-02,,16
913,"Sheldrick, Colette Y",2015-02-23,,7,1,3,891,1967-12-27,,16
914,"Coppin, Gary M",2015-01-01,,2,0,3,865,1975-10-19,,15
915,"Parrett, Colin M",2015-02-17,,2,0,2,865,1990-09-08,,15
916,"Parkes, Samantha B",2015-05-14,,5,1,2,897,1967-09-29,,17
917,"Woolley, Colin Z",2015-01-01,2018-04-20,2,0,5,865,1977-04-05,,15
918,"Nielson, Colette H",2017-05-15,,7,1,1,891,1969-02-11,,16
919,"Gilroy, Katie U",2017-04-14,,3,1,1,881,1982-02-19,,17
920,"Parkes, Jayne P",2015-01-01,2023-08-27,5,1,5,897,1977-09-04,,17
921,"Geraghty, Venetia O",2015-01-01,2021-04-23,10,1,5,905,1995-01-06,,17
922,"Morris, Anastasia U",2015-01-01,,6,1,4,823,1983-07-27,,17
923,"Turner, Jonathan F",2015-12-04,,4,0,3,886,1975-09-20,,17
924,"Mistry, Paul X",2015-01-01,2022-05-21,2,0,2,865,1973-04-04,,15
925,"Massie, Anastasia W",2018-05-20,,5,1,5,897,1977-04-30,,17
926,"Watt, Simone F",2016-01-16,,5,1,1,897,1972-07-14,,17
927,"Mills, Jayne X",2015-07-21,,8,1,3,860,1972-09-17,,17
928,"Haigh, Jonathan E",2015-01-01,,1,0,2,873,1981-02-11,,21
929,"Richards, Jeanne A",2015-01-01,,1,1,4,873,1956-12-29,,21
930,"Mills, Eileen Q",2015-01-01,2023-03-28,7,1,3,891,1988-05-25,,16
931,"Choi, Brenda B",2015-01-01,,1,1,3,929,1972-08-25,,22
932,"Rutherford, Frank O",2015-01-29,,4,0,5,886,1975-12-07,,17
933,"Scholes, Miroslawa F",2015-01-01,2020-07-17,2,1,3,924,1981-11-01,,16
934,"Jackson, Gary G",2015-01-01,,6,0,4,922,1974-06-23,,18
935,"John, Thomas V",2015-01-01,2023-08-20,6,0,4,922,1976-12-31,,18
936,"Turner, Jayne F",2015-04-25,,8,1,1,860,1986-10-07,,17
937,"Murray, Francis O",2016-02-17,2020-04-30,1,0,1,929,1979-09-07,,22
938,"Gore, Diane G",2015-01-01,,7,1,1,891,1962-02-18,,16
939,"Johnson, Janet I",2015-01-01,,7,1,1,938,1990-03-08,,17
940,"Mongan, George H",2015-01-01,2019-06-20,4,0,2,886,1982-10-21,,17
941,"Bland, Jill H",2017-03-13,,4,1,5,940,1983-03-05,,18
942,"Dingley, Martin S",2016-02-04,,3,0,1,881,1984-08-10,,17
943,"Andrews, Roger U",2016-05-07,,8,0,4,860,1976-08-02,,17
944,"Pryde, Tracey Z",2015-01-01,2017-08-05,8,1,5,860,1969-06-18,,17
945,"Bland, Lesley M",2015-01-01,2019-12-07,5,1,3,897,1957-10-09,,17
946,"Wynn, Diana V",2015-01-01,,8,1,3,944,1978-02-03,,18
947,"Cousins, Paul H",2016-04-26,,3,0,3,942,1971-12-02,,18
948,"Dingley, Christopher J",2016-03-27,,4,0,4,940,1974-05-26,,18
949,"MacMillan, Roger I",2016-03-25,,6,0,3,922,1979-05-22,,18
950,"Nielson, Antony U",2015-01-14,2020-07-06,7,0,4,938,1977-03-12,,17
951,"Parrett, Jane A",2016-03-28,2020-08-20,7,1,5,938,1974-06-14,,17
952,"Watt, David Q",2015-01-01,,5,0,5,945,1967-06-19,,18
953,"Housley, Adrian Z",2017-06-17,,3,0,1,942,1977-06-08,,18
954,"Woodbridge, Jayne S",2015-01-01,2022-08-05,4,1,2,940,1981-01-05,,18
955,"Marsden, Roy D",2015-01-23,2017-09-15,3,0,3,942,1984-11-24,,18
956,"Shute, Gary Z",2015-04-27,,6,0,2,922,1981-01-16,,18
957,"Kralj, James Q",2015-01-01,,9,0,2,908,1980-03-23,,14
958,"Watt, Jill T",2015-04-01,2015-10-31,2,1,4,924,1960-11-11,,16
959,"Murray, Leigh V",2015-01-01,2016-09-26,6,0,3,922,1977-03-21,,18
960,"Shute, Gill N",2016-06-12,2020-09-13,10,1,2,905,1991-04-14,,17
961,"Rasul, Roger J",2015-10-07,,9,0,2,908,1969-03-25,,14
962,"Kralj, David C",2015-11-26,2020-05-13,7,0,3,938,1980-02-22,,17
963,"Shearer, Giulio E",2015-01-01,,9,0,4,908,1980-07-12,,14
964,"Sheldrick, Thomas L",2015-08-08,,2,0,3,924,1988-06-29,,16
965,"Collingwood, Sarah K",2015-10-02,2023-03-09,7,1,4,938,1967-05-25,,17
966,"Jarvis, Bevis W",2015-01-01,,1,0,1,929,1975-08-08,,22
967,"Channing, Alan K",2016-02-08,,7,0,4,938,1968-11-27,,17
968,"Pryde, Simon W",2015-06-20,,6,0,3,922,1979-07-20,,18
969,"Lewis, Janet V",2015-07-25,2021-01-28,6,1,1,968,1977-03-24,,19
970,"Parrett, Simon F",2016-03-21,,8,0,2,944,1981-01-15,,18
971,"Goddard, Sonia Q",2015-05-19,,3,1,5,942,1966-10-31,,18
972,"Jackson, Jeanne Y",2015-01-01,,7,1,3,967,1967-09-15,,18
973,"Rasul, Julie W",2015-01-01,,10,1,5,905,1971-12-21,,17
974,"Ewart, Davide I",2015-01-01,,4,0,3,940,1965-11-04,,18
975,"Hardy, Phyllis A",2015-01-01,2021-05-16,2,1,5,924,1978-02-19,,16
976,"Richards, Jane W",2015-06-17,2016-03-25,6,1,3,968,1979-06-21,,19
977,"Rutherford, Matthew R",2015-01-01,2023-03-27,5,0,4,945,1979-08-07,,18
978,"Standen, Brenda J",2015-01-16,,2,1,1,924,1957-05-17,,16
979,"Coppin, Roy S",2015-05-23,,8,0,1,944,1976-07-29,,18
980,"Rasul, Antony U",2015-01-01,,10,0,4,905,1992-04-23,,17
981,"Mills, Paulin I",2015-09-09,2023-07-31,3,0,1,942,1975-05-10,,18
982,"Parke, Ian L",2016-06-22,,6,0,5,968,1971-01-25,,19
983,"Murray, Timothy X",2015-01-01,,4,0,1,940,1995-01-06,,18
984,"Gadd, Daniel V",2015-01-01,,3,0,3,942,1965-08-07,,18
985,"Wilson, Venetia C",2015-01-01,2017-09-10,9,1,4,908,1984-12-07,,14
986,"Hyslop, Christopher T",2016-08-25,,9,0,2,908,1996-04-24,,14
987,"Parke, Jonathan T",2015-04-20,,6,0,2,968,1952-06-21,,19
988,"Dawber, Edward F",2015-08-21,2019-04-06,7,0,5,967,1971-04-07,,18
989,"Smith, Bhavna A",2015-01-29,,7,1,4,967,1982-06-06,,18
990,"Wilson, Laura L",2015-01-01,,8,1,4,944,1963-01-22,,18
991,"Deering, Rebecca J",2015-04-05,,6,1,3,968,1978-03-12,,19
992,"John, Gary A",2015-01-01,,7,0,1,967,1974-01-18,,18
993,"Gadd, Colette J",2016-05-11,,1,1,5,929,1971-04-04,,22
994,"Henry, Angela R",2015-01-01,,4,1,5,940,1981-08-15,,18
995,"Brant, Grace Y",2015-10-30,,9,1,2,986,1985-10-21,,15
996,"Standen, Bhavna L",2015-11-19,2019-03-29,8,1,4,944,1978-05-15,,18
997,"Turner, Paulin F",2015-12-19,,4,0,5,994,1975-06-06,,19
998,"Johnson, Ian O",2015-01-01,,3,0,1,984,1987-08-07,,19
999,"Gilroy, Emma P",2016-01-22,,10,1,5,905,1981-11-24,,17
1000,"MacMillan, Rosalie Q",2015-04-29,,3,1,2,984,1982-09-23,,19
1001,"Bennett, William A",2015-05-19,,9,0,2,986,1981-11-09,,15
1002,"Kralj, Herbert Q",2015-05-21,,2,0,5,924,1993-04-12,,16
1003,"Nielson, Adrian L",2015-03-14,,6,0,5,968,1965-07-04,,19
